Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
2023-09-01,Brian Wicker Paid Nikhil Katti,Brian Wicker Paid Nikhil Katti,50.0,credit,Income,Venmo,,
2023-08-26,Transfer To REGIONS BANK,Transfer To REGIONS BANK,1204.11,debit,Transfer,Venmo,,
2023-08-07,Lyfts,Lyfts,12.4,credit,Ride Share,Venmo,,
2023-08-06,Lyft,Lyft,6.2,credit,Ride Share,Venmo,,
2023-07-30,Michelle Taylor Paid Nikhil Katti,Michelle Taylor Paid Nikhil Katti,15.0,credit,Alcohol & Bars,Venmo,,
2023-07-30,Maryanna Reed Paid Nikhil Katti,Maryanna Reed Paid Nikhil Katti,27.0,credit,Restaurants,Venmo,,
2023-07-30,Maryanna Reed Paid Nikhil Katti,Maryanna Reed Paid Nikhil Katti,26.0,credit,Alcohol & Bars,Venmo,,
2023-07-30,"Jonathan - $8.45 after deducting Ubers and MJQ ticket 

Raquel - $29.88","Jonathan - $8.45 after deducting Ubers and MJQ ticket 

Raquel - $29.88",23.33,credit,Restaurants,Venmo,,
2023-07-30,"Jonathan - $8.45 after deducting Ubers and MJQ ticket 

Raquel - $29.88","Jonathan - $8.45 after deducting Ubers and MJQ ticket 

Raquel - $29.88",15.0,credit,Alcohol & Bars,Venmo,,
2023-07-30,Michelle Taylor Paid Nikhil Katti,Michelle Taylor Paid Nikhil Katti,24.87,credit,Restaurants,Venmo,,
2023-07-22,Monday night garage,Monday night garage,49.45,credit,Alcohol & Bars,Venmo,,
2023-07-22,Air filters,Air filters,32.66,credit,Home Supplies,Venmo,,
2023-07-22,Thank you!,Thank you!,15.0,debit,Gift,Venmo,,
2023-07-22,Monday night garage,Monday night garage,49.45,credit,Alcohol & Bars,Venmo,,
2023-07-21,Tikka masala,Tikka masala,21.0,debit,Gift,Venmo,,
2023-07-21,Two factor authentication,Two factor authentication,1.0,credit,Gift,Venmo,,
2023-07-10,"Was tempted to subtract $20 from whatever I sent you..buuuut I wont do that. Congratulations you two, hope this covers a nice meal in Spain ","Was tempted to subtract $20 from whatever I sent you..buuuut I wont do that. Congratulations you two, hope this covers a nice meal in Spain ",100.0,debit,Gift,Venmo,,
2023-07-07,Footy,Footy,11.81,debit,Sports,Venmo,,
2023-06-24,Denver expenses,Denver expenses,251.68,credit,Income,Venmo,,
2023-06-24,Maria Corral Charged Nikhil Katti,Maria Corral Charged Nikhil Katti,655.5,debit,Mortgage & Rent,Venmo,,
2023-06-18,Austins Denver expenses,Austins Denver expenses,136.81,credit,Income,Venmo,,
2023-06-18,Denver expenses (and Cornerstone parking),Denver expenses (and Cornerstone parking),230.37,credit,Income,Venmo,,
2023-06-18,Bitch ass,Bitch ass,20.0,debit,Charity,Venmo,,
2023-06-18,Bathroom,Bathroom,1.0,debit,Shopping,Venmo,,
2023-06-16,Denver expenses,Denver expenses,243.3,credit,Income,Venmo,,
2023-06-16,Denver expenses,Denver expenses,167.25,credit,Income,Venmo,,
2023-06-16,Denver expenses,Denver expenses,261.01,credit,Income,Venmo,,
2023-06-16,Denver expenses,Denver expenses,111.13,credit,Income,Venmo,,
2023-06-16,Denver expenses,Denver expenses,269.51,credit,Income,Venmo,,
2023-06-15,Burnt pizza,Burnt pizza,50.0,credit,Restaurants,Venmo,,
2023-06-14,"Do something nice in Croatia, on me. Congrats yall, love you ","Do something nice in Croatia, on me. Congrats yall, love you ",100.0,debit,Restaurants,Venmo,,
2023-06-14,"Do something nice in Croatia, on me. Congrats yall, love you ","Do something nice in Croatia, on me. Congrats yall, love you ",50.0,debit,Restaurants,Venmo,,
2023-06-13,Happy Mothers Day!!,Happy Mothers Day!!,127.19,debit,Business Services,Venmo,,
2023-06-04,Some drinks for you and Blakey,Some drinks for you and Blakey,25.0,credit,Income,Venmo,,
2023-06-03,Awesome show,Awesome show,10.0,debit,Entertainment,Venmo,,
2023-06-01,Transfer To REGIONS BANK,Transfer To REGIONS BANK,2741.46,debit,Transfer,Venmo,,
2023-05-31,Airbnb + Carry On,Airbnb + Carry On,377.0,credit,Income,Venmo,,
